,id,student_id,student_class_id,class_grade,grade_diff,adaptive_mode,mastered,delay_days,work_delay_in_day,ms,class_performance,class_assignment_performance,skill_id,prereq_skill_id,prereq_easiness,prereq_performance,easiness,right,wrong,correct,grade_diff_2,ms_bin
439,397310,227774,27538,7,0,1,1,5,1,5,0.587217043941,0.536585365854,212,135,0.661325928737,1.0,0.358108108108,3,2,0,0.0,2.0
441,397311,227773,27538,7,0,1,1,1,1,9,0.587217043941,0.536585365854,212,135,0.661325928737,0.833333333333,0.716417910448,6,3,1,0.0,3.0
443,397312,227771,27538,7,0,1,1,1,5,13,0.587217043941,0.536585365854,212,135,0.661325928737,0.6,0.418439716312,9,4,0,0.0,3.0
444,397315,229762,27538,7,-1,1,1,4,1,6,0.587217043941,0.536585365854,212,135,0.661325928737,0.666666666667,0.911949685535,4,2,1,2.0,2.0
445,397316,231852,27538,7,-1,1,1,7,1,3,0.587217043941,0.536585365854,212,135,0.687098270492,0.5,0.811688311688,3,0,1,2.0,1.0
446,397318,228301,27538,7,0,1,1,4,1,6,0.587217043941,0.536585365854,212,135,0.661325928737,0.75,0.807095343681,3,3,1,0.0,2.0
447,397320,228297,27538,7,0,1,1,4,1,6,0.587217043941,0.536585365854,212,135,0.661325928737,0.428571428571,0.507042253521,3,3,0,0.0,2.0
448,397321,228298,27538,7,0,1,1,1,1,8,0.587217043941,0.536585365854,212,135,0.661325928737,0.6,0.414634146341,6,2,0,0.0,3.0
450,397323,228294,27538,7,0,1,1,7,1,3,0.587217043941,0.536585365854,212,135,0.661325928737,0.625,0.335714285714,3,0,0,0.0,1.0
451,397325,228295,27538,7,0,1,1,6,2,4,0.587217043941,0.536585365854,212,135,0.661325928737,0.5,0.753731343284,3,1,1,0.0,1.0
452,397326,228293,27538,7,0,1,1,1,11,19,0.587217043941,0.536585365854,212,135,0.661325928737,0.5,0.602739726027,9,10,0,0.0,3.0
453,397329,228290,27538,7,0,1,1,1,16,9,0.587217043941,0.536585365854,212,135,0.661325928737,1.0,0.764331210191,5,4,0,0.0,3.0
454,397330,228292,27538,7,-1,1,1,3,1,7,0.587217043941,0.536585365854,212,135,0.661325928737,0.0,0.395833333333,5,2,0,2.0,3.0
455,397334,228284,27538,7,0,1,1,7,3,3,0.587217043941,0.536585365854,212,135,0.661325928737,0.444444444444,0.756756756757,3,0,1,0.0,1.0
457,397337,244206,27538,7,0,1,1,7,3,3,0.587217043941,0.536585365854,212,135,0.661325928737,0.0,0.71375464684,3,0,1,0.0,1.0
459,397338,234146,27538,7,0,1,1,3,2,7,0.587217043941,0.536585365854,212,135,0.661325928737,0.75,0.609929078014,4,3,1,0.0,3.0
460,397340,228070,27538,7,0,1,1,7,4,3,0.587217043941,0.536585365854,212,135,0.661325928737,0.428571428571,0.807095343681,3,0,1,0.0,1.0
461,397341,228110,27538,7,0,1,1,1,29,8,0.587217043941,0.536585365854,212,135,0.661325928737,1.0,0.590062111801,5,3,0,0.0,3.0
462,397342,228127,27538,7,0,1,1,1,1,13,0.587217043941,0.536585365854,212,135,0.661325928737,1.0,0.383285302594,9,4,0,0.0,3.0
464,397343,228128,27538,7,0,1,1,7,2,3,0.587217043941,0.536585365854,212,135,0.661325928737,0.625,0.855172413793,3,0,0,0.0,1.0
465,397344,228100,27538,7,0,1,1,7,1,3,0.587217043941,0.536585365854,212,135,0.661325928737,0.666666666667,0.321167883212,3,0,0,0.0,1.0
466,397345,228088,27538,7,-1,1,1,5,3,5,0.587217043941,0.536585365854,212,135,0.661325928737,1.0,0.778571428571,4,1,1,2.0,2.0
468,397347,228077,27538,7,0,1,1,6,4,4,0.587217043941,0.536585365854,212,135,0.661325928737,0.8,0.574468085106,3,1,0,0.0,1.0
469,397348,228069,27538,7,0,1,1,5,1,5,0.587217043941,0.536585365854,212,135,0.661325928737,0.5,0.889570552147,3,2,1,0.0,2.0
471,397350,228075,27538,7,0,1,1,6,4,4,0.587217043941,0.536585365854,212,135,0.661325928737,0.75,0.679487179487,3,1,0,0.0,1.0
472,397353,228072,27538,7,0,1,1,3,4,7,0.587217043941,0.536585365854,212,135,0.661325928737,0.666666666667,0.358108108108,4,3,0,0.0,3.0
473,397360,227919,27538,7,0,1,1,6,1,4,0.587217043941,0.536585365854,212,135,0.661325928737,0.25,0.753731343284,3,1,1,0.0,1.0
474,397364,227941,27538,7,-1,1,1,1,4,22,0.587217043941,0.536585365854,212,135,0.661325928737,0.5,0.55749636099,7,15,0,2.0,3.0
476,397365,227940,27538,7,-1,1,1,5,1,5,0.587217043941,0.536585365854,212,135,0.661325928737,0.666666666667,0.51652892562,3,2,0,2.0,2.0
477,397366,227927,27538,7,0,1,1,7,8,3,0.587217043941,0.536585365854,212,135,0.661325928737,0.75,0.308357348703,3,0,0,0.0,1.0
478,397367,227933,27538,7,0,1,1,7,1,3,0.587217043941,0.536585365854,212,135,0.661325928737,1.0,0.716417910448,3,0,1,0.0,1.0
480,397369,227922,27538,7,0,1,1,7,1,3,0.587217043941,0.536585365854,212,135,0.661325928737,0.75,0.849673202614,3,0,1,0.0,1.0
481,397376,227712,27537,7,0,1,1,4,3,6,0.749140893471,0.611111111111,212,135,0.661325928737,0.555555555556,0.889570552147,4,2,1,0.0,2.0
482,397377,227710,27537,7,0,1,1,4,1,6,0.749140893471,0.611111111111,212,135,0.661325928737,0.6,0.510948905109,3,3,1,0.0,2.0
484,397378,227709,27537,7,0,1,1,1,2,23,0.749140893471,0.611111111111,212,135,0.661325928737,1.0,0.892857142857,14,9,1,0.0,3.0
485,397379,227703,27537,7,0,1,1,7,1,3,0.749140893471,0.611111111111,212,135,0.661325928737,1.0,0.920289855072,3,0,1,0.0,1.0
487,397380,227706,27537,7,0,1,1,5,2,5,0.749140893471,0.611111111111,212,135,0.661325928737,0.75,0.335714285714,3,2,0,0.0,2.0
488,397381,227708,27537,7,0,1,1,1,4,11,0.749140893471,0.611111111111,212,135,0.661325928737,0.571428571429,0.684210526316,6,5,1,0.0,3.0
489,397383,227701,27537,7,0,1,1,6,1,4,0.749140893471,0.611111111111,212,135,0.661325928737,1.0,0.597122302158,3,1,0,0.0,1.0
490,397384,227700,27537,7,0,1,1,5,1,5,0.749140893471,0.611111111111,212,135,0.661325928737,1.0,0.570175438596,3,2,0,0.0,2.0
491,397385,227702,27537,7,0,1,1,4,1,6,0.749140893471,0.611111111111,212,135,0.661325928737,1.0,0.71914893617,4,2,1,0.0,2.0
492,397388,227698,27537,7,0,1,1,4,4,6,0.749140893471,0.611111111111,212,135,0.661325928737,0.75,0.948717948718,5,1,1,0.0,2.0
493,397389,227697,27537,7,0,1,1,7,5,3,0.749140893471,0.611111111111,212,135,0.661325928737,0.461538461538,0.629464285714,3,0,0,0.0,1.0
495,397390,227696,27537,7,0,1,1,7,3,3,0.749140893471,0.611111111111,212,135,0.661325928737,1.0,0.416103603604,3,0,0,0.0,1.0
496,397391,227693,27537,7,0,1,1,7,1,3,0.749140893471,0.611111111111,212,135,0.661325928737,1.0,0.626865671642,3,0,1,0.0,1.0
497,397392,227695,27537,7,0,1,1,7,1,3,0.749140893471,0.611111111111,212,135,0.661325928737,1.0,0.896296296296,3,0,1,0.0,1.0
498,397393,227694,27537,7,0,1,1,7,1,3,0.749140893471,0.611111111111,212,135,0.661325928737,1.0,0.496732026144,3,0,0,0.0,1.0
500,397394,227692,27537,7,0,1,1,6,1,4,0.749140893471,0.611111111111,212,135,0.661325928737,0.75,0.85401459854,3,1,1,0.0,1.0
501,397395,227691,27537,7,0,1,1,7,1,3,0.749140893471,0.611111111111,212,135,0.661325928737,1.0,0.697478991597,3,0,1,0.0,1.0
502,397396,227688,27537,7,0,1,1,7,8,3,0.749140893471,0.611111111111,212,135,0.661325928737,0.75,0.661971830986,3,0,0,0.0,1.0
503,406498,224260,26780,8,0,0,1,7,7,4,0.692640692641,0.736842105263,239,198,0.599686157912,0.666666666667,0.765862377122,3,1,1,0.0,1.0
507,406500,223413,26780,8,1,0,1,7,1,3,0.692640692641,0.736842105263,239,198,0.599686157912,0.5,0.36641221374,3,0,1,1.0,1.0
511,406502,223409,26780,8,1,0,1,7,17,6,0.692640692641,0.736842105263,239,198,0.599686157912,0.5,0.861940298507,3,3,1,1.0,2.0
515,406503,223412,26780,8,0,0,1,7,3,7,0.692640692641,0.736842105263,239,198,0.599686157912,0.529411764706,0.301570680628,3,4,0,0.0,3.0
519,406505,223402,26780,8,1,0,1,7,7,3,0.692640692641,0.736842105263,239,198,0.599686157912,0.571428571429,0.664961636829,3,0,0,1.0,1.0
523,406506,223407,26780,8,0,0,1,7,1,5,0.692640692641,0.736842105263,239,198,0.599686157912,0.571428571429,0.861940298507,3,2,1,0.0,2.0
527,406507,223401,26780,8,0,0,1,7,12,13,0.692640692641,0.736842105263,239,198,0.599686157912,0.285714285714,0.664961636829,9,4,1,0.0,3.0
529,406508,223400,26780,8,1,0,1,7,1,5,0.692640692641,0.736842105263,239,198,0.599686157912,0.478260869565,0.351145038168,3,2,0,1.0,2.0
532,406509,223405,26780,8,0,0,1,7,4,6,0.692640692641,0.736842105263,239,198,0.599686157912,0.44,0.664961636829,5,1,1,0.0,2.0
536,406510,223410,26780,8,0,0,1,7,1,6,0.692640692641,0.736842105263,239,198,0.599686157912,0.875,0.812105458596,4,2,1,0.0,2.0
540,406511,223403,26780,8,0,0,1,7,5,6,0.692640692641,0.736842105263,239,198,0.599686157912,0.416666666667,0.8,5,1,1,0.0,2.0
544,406512,223411,26780,8,0,0,1,7,5,3,0.692640692641,0.736842105263,239,198,0.599686157912,0.777777777778,0.770892018779,3,0,1,0.0,1.0
547,406515,224088,26780,8,0,0,1,7,1,4,0.692640692641,0.736842105263,239,198,0.599686157912,0.714285714286,0.664961636829,3,1,1,0.0,1.0
551,406516,166036,26780,8,0,0,1,7,7,3,0.692640692641,0.736842105263,239,198,0.599686157912,0.666666666667,0.352090032154,3,0,0,0.0,1.0
555,406517,166223,26780,8,0,0,1,7,10,7,0.692640692641,0.736842105263,239,198,0.599686157912,0.4,0.787367819377,5,2,0,0.0,3.0
559,406518,166463,26780,8,0,0,1,7,1,5,0.692640692641,0.736842105263,239,198,0.599686157912,0.583333333333,0.301570680628,4,1,0,0.0,2.0
562,406519,223179,26780,8,-1,0,1,7,7,8,0.692640692641,0.736842105263,239,198,0.599686157912,0.571428571429,0.852729145211,6,2,0,2.0,3.0
566,406520,223175,26780,8,0,0,1,7,7,5,0.692640692641,0.736842105263,239,198,0.599686157912,0.533333333333,0.768445839874,3,2,1,0.0,2.0
570,406521,223157,26780,8,0,0,1,7,1,6,0.692640692641,0.736842105263,239,198,0.599686157912,0.727272727273,0.765862377122,5,1,1,0.0,2.0
574,406523,223150,26780,8,0,0,1,7,1,5,0.692640692641,0.736842105263,239,198,0.599686157912,0.571428571429,0.916919959473,4,1,1,0.0,2.0
578,406524,223165,26780,8,0,0,1,7,1,8,0.692640692641,0.736842105263,239,198,0.599686157912,0.5625,0.834661354582,5,3,1,0.0,3.0
582,406526,223164,26780,8,0,0,1,7,1,3,0.692640692641,0.736842105263,239,198,0.599686157912,0.692307692308,0.304549675023,3,0,1,0.0,1.0
586,406528,223154,26780,8,0,0,1,7,12,3,0.692640692641,0.736842105263,239,198,0.599686157912,0.636363636364,0.352090032154,3,0,0,0.0,1.0
590,406529,223166,26780,8,0,0,1,7,1,5,0.692640692641,0.736842105263,239,198,0.599686157912,0.666666666667,0.8,4,1,1,0.0,2.0
594,406531,259079,26780,8,0,0,1,7,7,5,0.692640692641,0.736842105263,239,198,0.599686157912,0.428571428571,0.692941176471,4,1,1,0.0,2.0
595,406532,253056,26780,8,0,0,1,7,8,4,0.692640692641,0.736842105263,239,198,0.599686157912,1.0,0.352090032154,3,1,0,0.0,1.0
597,406533,223930,26780,8,0,0,1,7,7,10,0.692640692641,0.736842105263,239,198,0.599686157912,1.0,0.79625984252,6,4,1,0.0,3.0
601,406534,166081,26780,8,0,0,1,7,5,3,0.692640692641,0.736842105263,239,198,0.599686157912,0.875,0.853260869565,3,0,1,0.0,1.0
605,406535,166222,26780,8,0,0,1,7,11,3,0.692640692641,0.736842105263,239,198,0.599686157912,0.529411764706,0.832417582418,3,0,1,0.0,1.0
609,406536,222985,26780,8,0,0,1,7,8,4,0.692640692641,0.736842105263,239,198,0.599686157912,0.5,0.845921450151,3,1,1,0.0,1.0
612,406538,222976,26780,8,0,0,1,7,5,20,0.692640692641,0.736842105263,239,198,0.599686157912,0.833333333333,0.832417582418,12,8,1,0.0,3.0
616,406540,222975,26780,8,0,0,1,7,1,3,0.692640692641,0.736842105263,239,198,0.599686157912,0.571428571429,0.805150214592,3,0,1,0.0,1.0
620,406543,222972,26780,8,0,0,1,7,7,4,0.692640692641,0.736842105263,239,198,0.599686157912,0.857142857143,0.664961636829,3,1,1,0.0,1.0
624,406544,222971,26780,8,0,0,1,7,1,3,0.692640692641,0.736842105263,239,198,0.599686157912,0.444444444444,0.770491803279,3,0,1,0.0,1.0
628,406545,166226,26780,8,1,0,1,7,7,6,0.692640692641,0.736842105263,239,198,0.599686157912,0.222222222222,0.3353115727,5,1,0,1.0,2.0
631,406865,221729,29867,7,-1,1,1,4,4,6,0.750746268657,0.843137254902,291,156,0.795564579104,0.833333333333,0.709386281588,4,2,1,2.0,2.0
633,406871,223605,29867,7,0,1,1,7,2,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.698340874811,3,0,1,0.0,1.0
635,406872,221816,29867,7,0,1,1,1,6,8,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.648475120385,5,3,1,0.0,3.0
637,406879,221665,29867,7,-1,1,1,7,1,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.69474969475,3,0,0,2.0,1.0
639,406880,221797,29867,7,-1,1,1,7,1,3,0.750746268657,0.843137254902,291,156,0.795564579104,0.666666666667,0.839936608558,3,0,1,2.0,1.0
641,406881,221721,29867,7,0,1,1,5,4,5,0.750746268657,0.843137254902,291,156,0.795564579104,0.75,0.660344827586,3,2,1,0.0,2.0
643,406882,221653,29867,7,0,1,1,6,3,4,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.639556377079,3,1,1,0.0,1.0
645,406883,225593,29867,7,-1,1,1,1,4,9,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.648475120385,6,3,0,2.0,3.0
647,406884,221524,29867,7,-1,1,1,3,16,7,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.908592321755,5,2,1,2.0,3.0
649,406885,221773,29867,7,0,1,1,6,2,4,0.750746268657,0.843137254902,291,156,0.795564579104,0.6,0.741366078281,3,1,0,0.0,1.0
651,406886,221764,29867,7,0,1,1,5,2,5,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.654098360656,4,1,1,0.0,2.0
653,406887,221562,29867,7,-1,1,1,5,11,5,0.750746268657,0.843137254902,291,156,0.795564579104,0.666666666667,0.656028368794,4,1,1,2.0,2.0
655,406888,224809,29867,7,-1,1,1,7,2,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.656028368794,3,0,1,2.0,1.0
657,406889,221748,29867,7,-1,1,1,7,3,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.675721561969,3,0,1,2.0,1.0
659,406890,221784,29867,7,-1,1,1,7,6,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.710801393728,3,0,1,2.0,1.0
661,406891,221616,29867,7,-1,1,1,7,11,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.648918469218,3,0,0,2.0,1.0
663,406892,221757,29867,7,-1,1,1,7,1,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.660344827586,3,0,1,2.0,1.0
665,406893,221647,29867,7,-1,1,1,7,1,3,0.750746268657,0.843137254902,291,156,0.795564579104,0.8,0.794285714286,3,0,1,2.0,1.0
667,406895,221872,29867,7,0,1,1,7,7,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.656028368794,3,0,1,0.0,1.0
669,406896,221798,29867,7,-1,1,1,7,3,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.901234567901,3,0,1,2.0,1.0
671,406897,221591,29867,7,-1,1,1,6,3,4,0.750746268657,0.843137254902,291,156,0.795564579104,0.833333333333,0.612052730697,3,1,1,2.0,1.0
673,406898,224489,29867,7,-1,1,1,7,9,3,0.750746268657,0.843137254902,291,156,0.795564579104,0.666666666667,0.698340874811,3,0,1,2.0,1.0
675,406899,221745,29867,7,0,1,1,7,1,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.785488958991,3,0,1,0.0,1.0
677,406900,221863,29867,7,0,1,1,1,1,9,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.908592321755,7,2,1,0.0,3.0
679,406905,221815,29867,7,-1,1,1,7,3,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.654098360656,3,0,1,2.0,1.0
681,406907,221621,29867,7,-1,1,1,7,6,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.660344827586,3,0,0,2.0,1.0
683,406908,221627,29867,7,-1,1,1,7,2,3,0.750746268657,0.843137254902,291,156,0.795564579104,0.6,0.794285714286,3,0,1,2.0,1.0
685,406909,221765,29867,7,0,1,1,7,5,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.69474969475,3,0,1,0.0,1.0
687,406910,221585,29867,7,-1,1,1,7,1,3,0.750746268657,0.843137254902,291,156,0.795564579104,0.8,0.794285714286,3,0,1,2.0,1.0
689,406911,221722,29867,7,0,1,1,7,7,3,0.750746268657,0.843137254902,291,156,0.795564579104,0.625,0.743842364532,3,0,1,0.0,1.0
690,406913,221843,29867,7,0,1,1,7,3,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.505037783375,3,0,1,0.0,1.0
692,406915,221685,29867,7,-1,1,1,7,3,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.839936608558,3,0,1,2.0,1.0
694,406916,221887,29867,7,-1,1,1,7,6,3,0.750746268657,0.843137254902,291,156,0.795564579104,0.8,0.650287172942,3,0,1,2.0,1.0
696,406918,221559,29867,7,-1,1,1,5,7,5,0.750746268657,0.843137254902,291,156,0.795564579104,0.75,0.536779324056,4,1,1,2.0,2.0
698,406920,221658,29867,7,-1,1,1,7,16,3,0.750746268657,0.843137254902,291,156,0.795564579104,0.7,0.691379310345,3,0,1,2.0,1.0
700,406922,221684,29867,7,0,1,1,7,2,3,0.750746268657,0.843137254902,291,156,0.795564579104,0.8,0.648475120385,3,0,1,0.0,1.0
702,406923,221810,29867,7,-1,1,1,7,8,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.509328358209,3,0,0,2.0,1.0
704,406924,221697,29867,7,-1,1,1,7,6,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.743842364532,3,0,1,2.0,1.0
706,406926,221596,29867,7,0,1,1,7,1,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.842578710645,3,0,1,0.0,1.0
708,406928,221628,29867,7,0,1,1,7,1,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.637342908438,3,0,1,0.0,1.0
710,406929,221728,29867,7,0,1,1,7,13,3,0.750746268657,0.843137254902,291,156,0.795564579104,0.833333333333,0.839936608558,3,0,1,0.0,1.0
712,406931,221672,29867,7,-1,1,1,6,9,4,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.839936608558,3,1,1,2.0,1.0
714,406932,221635,29867,7,-1,1,1,7,1,3,0.750746268657,0.843137254902,291,156,0.795564579104,0.8,0.536779324056,3,0,1,2.0,1.0
716,406934,221886,29867,7,-1,1,1,7,12,3,0.750746268657,0.843137254902,291,156,0.795564579104,1.0,0.739894551845,3,0,1,2.0,1.0
718,407224,221586,29867,7,0,1,1,7,3,3,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.892405063291,3,0,1,0.0,1.0
719,407229,221665,29867,7,-1,1,1,4,2,6,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.853448275862,5,1,0,2.0,2.0
720,407230,221797,29867,7,-1,1,1,1,2,9,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.892288861689,4,5,0,2.0,3.0
721,407233,225593,29867,7,-1,1,1,7,1,3,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.940329218107,3,0,1,2.0,1.0
722,407235,221773,29867,7,0,1,1,6,1,4,0.750746268657,0.863636363636,278,296,0.855387174275,0.75,0.88622754491,3,1,1,0.0,1.0
723,407236,221764,29867,7,0,1,1,7,2,3,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.880503144654,3,0,1,0.0,1.0
724,407239,221748,29867,7,-1,1,1,7,5,3,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.761261261261,3,0,1,2.0,1.0
725,407240,221784,29867,7,-1,1,1,7,1,3,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.88326848249,3,0,1,2.0,1.0
726,407246,221798,29867,7,-1,1,1,7,3,3,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.610738255034,3,0,1,2.0,1.0
727,407247,221591,29867,7,-1,1,1,4,5,6,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.878406708595,5,1,1,2.0,2.0
728,407249,221745,29867,7,0,1,1,5,1,5,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.853448275862,4,1,1,0.0,2.0
729,407254,221620,29867,7,-1,1,1,5,1,5,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.905781584582,3,2,0,2.0,2.0
730,407259,221765,29867,7,0,1,1,7,3,3,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.745867768595,3,0,1,0.0,1.0
731,407260,221585,29867,7,-1,1,1,7,1,3,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.845010615711,3,0,1,2.0,1.0
732,407272,221684,29867,7,0,1,1,5,6,5,0.750746268657,0.863636363636,278,296,0.855387174275,0.75,0.88326848249,4,1,1,0.0,2.0
733,407273,221810,29867,7,-1,1,1,7,8,3,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.830472103004,3,0,1,2.0,1.0
734,407276,221596,29867,7,0,1,1,7,2,3,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.804788961039,3,0,1,0.0,1.0
735,407278,221628,29867,7,0,1,1,7,1,3,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.707602339181,3,0,1,0.0,1.0
736,407281,221672,29867,7,-1,1,1,7,3,3,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.810234541578,3,0,1,2.0,1.0
737,407282,221635,29867,7,-1,1,1,7,2,3,0.750746268657,0.863636363636,278,296,0.855387174275,1.0,0.707602339181,3,0,1,2.0,1.0
738,407294,221586,29867,7,0,1,1,7,3,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.938906752412,3,0,1,0.0,1.0
739,407303,225593,29867,7,-1,1,1,7,1,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.953757225434,3,0,1,2.0,1.0
740,407305,221773,29867,7,0,1,1,4,1,6,0.750746268657,0.9,278,296,0.855387174275,0.75,0.866043613707,5,1,0,0.0,2.0
741,407306,221764,29867,7,0,1,1,7,2,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.955223880597,3,0,1,0.0,1.0
742,407309,221748,29867,7,-1,1,1,7,5,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.884012539185,3,0,1,2.0,1.0
743,407310,221784,29867,7,-1,1,1,7,1,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.90303030303,3,0,1,2.0,1.0
744,407316,221798,29867,7,-1,1,1,7,1,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.899705014749,3,0,1,2.0,1.0
745,407317,221591,29867,7,-1,1,1,7,1,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.88188976378,3,0,1,2.0,1.0
747,407319,221745,29867,7,0,1,1,7,1,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.942196531792,3,0,1,0.0,1.0
748,407325,221815,29867,7,-1,1,1,7,3,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.901538461538,3,0,1,2.0,1.0
749,407329,221765,29867,7,0,1,1,7,3,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.901538461538,3,0,1,0.0,1.0
750,407330,221585,29867,7,-1,1,1,7,1,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.968454258675,3,0,1,2.0,1.0
751,407342,221684,29867,7,0,1,1,7,6,3,0.750746268657,0.9,278,296,0.855387174275,0.75,0.819004524887,3,0,1,0.0,1.0
752,407343,221810,29867,7,-1,1,1,7,8,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.686427457098,3,0,0,2.0,1.0
753,407344,221697,29867,7,-1,1,1,5,2,5,0.750746268657,0.9,278,296,0.855387174275,1.0,0.884012539185,4,1,1,2.0,2.0
754,407346,221596,29867,7,0,1,1,7,2,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.88188976378,3,0,1,0.0,1.0
755,407348,221628,29867,7,0,1,1,7,1,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.771084337349,3,0,1,0.0,1.0
756,407351,221672,29867,7,-1,1,1,4,6,6,0.750746268657,0.9,278,296,0.855387174275,1.0,0.884012539185,5,1,1,2.0,2.0
757,407352,221635,29867,7,-1,1,1,7,2,3,0.750746268657,0.9,278,296,0.855387174275,1.0,0.881481481481,3,0,1,2.0,1.0
758,408220,169653,27404,7,0,1,1,3,11,7,0.789473684211,0.722222222222,212,135,0.726180832938,1.0,0.809294871795,5,2,1,0.0,3.0
759,408222,169270,27404,7,0,1,1,1,11,10,0.789473684211,0.722222222222,212,135,0.726180832938,0.217391304348,0.689814814815,6,4,1,0.0,3.0
760,408223,166669,27404,7,0,1,1,4,10,6,0.789473684211,0.722222222222,212,135,0.726180832938,0.75,0.686274509804,5,1,1,0.0,2.0
761,408224,169268,27404,7,0,1,1,7,7,3,0.789473684211,0.722222222222,212,135,0.726180832938,0.461538461538,0.901369863014,3,0,1,0.0,1.0
762,408225,169649,27404,7,0,1,1,4,10,6,0.789473684211,0.722222222222,212,135,0.726180832938,0.6875,0.72625698324,4,2,1,0.0,2.0
763,408236,169267,27404,7,0,1,1,7,7,3,0.789473684211,0.722222222222,212,135,0.726180832938,1.0,0.848765432099,3,0,0,0.0,1.0
764,408237,169655,27404,7,0,1,1,5,2,5,0.789473684211,0.722222222222,212,135,0.726180832938,1.0,0.673780487805,4,1,1,0.0,2.0
765,428953,124916,31249,8,0,1,1,7,19,3,0.620981387479,0.28,217,212,0.689464202309,0.571428571429,0.725992317542,3,0,0,0.0,1.0
766,428954,124916,31249,8,0,1,1,7,19,3,0.620981387479,0.72,217,212,0.689464202309,0.571428571429,0.803405572755,3,0,0,0.0,1.0
767,428957,124916,31249,8,0,1,1,7,19,3,0.620981387479,0.730769230769,217,212,0.689464202309,0.571428571429,0.777647058824,3,0,1,0.0,1.0
768,428958,124857,31249,8,0,1,1,6,1,4,0.620981387479,0.28,217,212,0.689464202309,0.5,0.725663716814,3,1,0,0.0,1.0
769,428959,124857,31249,8,0,1,1,7,1,3,0.620981387479,0.72,217,212,0.689464202309,0.5,0.844390832328,3,0,1,0.0,1.0
770,428960,124857,31249,8,0,1,1,7,1,3,0.620981387479,0.68,217,212,0.689464202309,0.5,0.711385907606,3,0,0,0.0,1.0
771,428961,124857,31249,8,0,1,1,7,1,3,0.620981387479,0.730769230769,217,212,0.689464202309,0.5,0.831889081456,3,0,0,0.0,1.0
772,428962,125026,31249,8,0,1,1,1,1,15,0.620981387479,0.652173913043,213,162,0.783519807573,0.8,0.795511221945,7,8,1,0.0,3.0
